Column1,Column2,Column3
Спасове,1:conc:loc,
Спасокукоцький,1:conc:hum,
Спаська,1:conc:loc,
Спаське,1:conc:loc,
Спаський,1:conc:hum,
Спасько-Михайлівка,1:conc:loc,
Спасюк,1:conc:hum,
Спасів,1:conc:loc,
Спасівка,1:conc:loc,
Спасіченко,1:conc:hum,
Спенсер,1:conc:hum,
Сперанський,1:conc:hum,
Спеція,1:conc:loc,
Спиридон,1:conc:hum,
Спиридонова,1:conc:hum,
Спиро,1:conc:hum,
Спихальський,1:conc:hum,
Спиця,1:conc:hum,
Спичак,1:conc:hum,
Спичинці,1:conc:loc,
Спичувате,1:conc:loc,
Спліт,1:conc:loc,
Сподарик,1:conc:hum,
Сподахи,1:conc:loc,
Сподобівка,1:conc:loc,
Спокійне,1:conc:loc,
Спориш,1:conc:hum,
Спрингфілд,1:conc:loc,
Спринька,1:conc:loc,
Сприня,1:conc:loc,
Спринґфілд,1:conc:loc,
Сприсівка,1:conc:loc,
Співак,1:conc:hum,
Співаков,1:conc:hum,
Співакове,1:conc:loc,
Співаковський,1:conc:hum,
Співаківка,1:conc:loc,
Спілберг,1:conc:hum,
Спілберґ,1:conc:hum,
Спілет,1:conc:hum,
Спільне,1:conc:loc,
Спіноза,1:conc:hum,
Спінола,1:conc:hum,
Спірз,1:conc:hum,
Спірне,1:conc:loc,
Спіро,1:conc:hum,
Спірс,1:conc:hum,
Спірідонов,1:conc:hum,
Спірін,1:conc:hum,
Спічак,1:conc:hum,
Сребрениця,1:conc:loc,
Срезневський,1:conc:hum,
Срна,1:conc:hum,
Сріблянка,1:conc:loc,
Срібне,1:conc:loc,
Срібний,1:conc:hum,
Срібняк,1:conc:hum,
Срібнянщина,1:conc:loc,
Срібровщина,1:conc:loc,
Став,1:conc:loc,
Став-Слобода,1:conc:loc,
Ставецьке,1:conc:loc,
Стави,1:conc:loc,
Ставидла,1:conc:loc,
Ставиське,1:conc:loc,
Ставицький,1:conc:hum,
Ставичани,1:conc:loc,
Ставищани,1:conc:loc,
Ставище,1:conc:loc,
Ставки,1:conc:loc,
Ставкове,1:conc:loc,
Ставне,1:conc:loc,
Ставники,1:conc:loc,
Ставниця,1:conc:loc,
Ставничий,1:conc:hum,
Ставнійчук,1:conc:hum,
Ставок,1:conc:loc,
Ставрове,1:conc:loc,
Ставрополь,1:conc:loc,
Ставропілля,1:conc:loc,
Ставрів,1:conc:loc,
Ставрівка,1:conc:loc,
Ставський,1:conc:hum,
Ставчани,1:conc:loc,
Ставчинці,1:conc:loc,
Стадник,1:conc:hum,
Стадники,1:conc:loc,
Стадников,1:conc:hum,
Стадниця,1:conc:loc,
Стадниченко,1:conc:hum,
Стаднюк,1:conc:hum,
Стадня,1:conc:loc,
Стаднійчук,1:conc:hum,
Стаднік,1:conc:hum,
Стадніченко,1:conc:hum,
Стаднічук,1:conc:hum,
Стайки,1:conc:loc,
Стайн,1:conc:hum,
Сталлоне,1:conc:hum,
Стальне,1:conc:loc,
Стальнівці,1:conc:loc,
Стальський,1:conc:hum,
Сталівка,1:conc:loc,
Сталін,1:conc:hum,
Сталінград,1:conc:loc,
Сталінка,1:conc:loc,
Сталіно,1:conc:loc,
Стамбул,1:conc:loc,
Стан,1:conc:hum,
Станиля,1:conc:loc,
Станилівка,1:conc:loc,
Станимир,1:conc:loc,
Станин,1:conc:loc,
Станислав,1:conc:hum,
Станиславщина,1:conc:loc,
Станиславів,1:conc:loc,
Станиславівщина,1:conc:loc,
Станиця,1:conc:loc,
Станичне,1:conc:loc,
Станиш,1:conc:hum,
Станишев,1:conc:hum,
Станишевський,1:conc:hum,
Станишівка,1:conc:loc,
Станкевич,1:conc:hum,
Станко,1:conc:hum,
Станков,1:conc:hum,
Станкович,1:conc:hum,
Станковський,1:conc:hum,
Станкувате,1:conc:loc,
Станків,1:conc:loc,
Станківці,1:conc:loc,
Станова,1:conc:loc,
Станове,1:conc:loc,
Становець,1:conc:loc,
Станово,1:conc:loc,
Станочно-Луганське,1:conc:loc,
Станційне,1:conc:loc,
Станчак,1:conc:hum,
Станькевич,1:conc:hum,
Станько,1:conc:hum,
Станькова,1:conc:loc,
Станюкович,1:conc:hum,
Станєв,1:conc:hum,
Станєк,1:conc:hum,
Станівці,1:conc:loc,
Станік,1:conc:hum,
Станімір,1:conc:hum,
Станіс,1:conc:hum,
Станіслав,1:conc:hum,
Станіслав,1:conc:loc,
Станіслава,1:conc:hum,
Станіслави,1:conc:loc,
Станіславка,1:conc:loc,
Станіславове,1:conc:loc,
Станіславський,1:conc:hum,
Станіславчик,1:conc:loc,
Станіславчук,1:conc:hum,
Станіславщина,1:conc:loc,
Станіславів,1:conc:loc,
Станіславівка,1:conc:loc,
Станіславівщина,1:conc:loc,
Станішевський,1:conc:hum,
Станішівка,1:conc:loc,
Стар,1:conc:hum,
Стара,1:conc:loc,
Старгород,1:conc:loc,
Старенький,1:conc:hum,
Старик,1:conc:hum,
Старикове,1:conc:loc,
Старинець,1:conc:hum,
Старинка,1:conc:loc,
Старицьке,1:conc:loc,
Старицький,1:conc:hum,
Старицьківка,1:conc:loc,
Стариця,1:conc:loc,
Стариченко,1:conc:hum,
Старичі,1:conc:loc,
Стариш,1:conc:hum,
Старк,1:conc:hum,
Старков,1:conc:hum,
Старкі,1:conc:hum,
Староаврамівка,1:conc:loc,
Старобешеве,1:conc:loc,
Старобогданівка,1:conc:loc,
Старобутівка,1:conc:loc,
Старобільськ,1:conc:loc,
Старобільщина,1:conc:loc,
Старобінський,1:conc:hum,
Староварварівка,1:conc:loc,
Старовижівщина,1:conc:loc,
Старовичі,1:conc:loc,
Старовишневецьке,1:conc:loc,
Старовойт,1:conc:hum,
Старовойтов,1:conc:hum,
Старовойтове,1:conc:loc,
Староволодимирівка,1:conc:loc,
Старовірівка,1:conc:loc,
Старогнатівка,1:conc:loc,
Старогорожене,1:conc:loc,
Стародніпровське,1:conc:loc,
Стародобровільське,1:conc:loc,
Стародуб,1:conc:hum,
Стародуб,1:conc:loc,
Стародубець,1:conc:hum,
Стародубцев,1:conc:hum,
Стародубщина,1:conc:loc,
Стародубівка,1:conc:loc,
Старожуків,1:conc:hum,
Старожуків,1:conc:loc,
Старозаводське,1:conc:loc,
Старозінів,1:conc:loc,
Старокасянівське,1:conc:loc,
Старокозаче,1:conc:loc,
Старокостянтинів,1:conc:loc,
Старокостянтинівка,1:conc:loc,
Старокостянтинівщина,1:conc:loc,
Староласпа,1:conc:loc,
Старолозуватка,1:conc:loc,
Старолук'янівка,1:conc:loc,
Старомайорське,1:conc:loc,
Старомар'ївка,1:conc:loc,
Старомихайлівка,1:conc:loc,
Старомлинівка,1:conc:loc,
Староміщина,1:conc:loc,
Старонове,1:conc:loc,
Староолексіївка,1:conc:loc,
Старопетрівка,1:conc:loc,
Старопетрівське,1:conc:loc,
Старорайське,1:conc:loc,
Староріччя,1:conc:loc,
Старосамбірщина,1:conc:loc,
Старосинявщина,1:conc:loc,
Старосолдатське,1:conc:loc,
Старосольський,1:conc:hum,
Староста,1:conc:hum,
Старостав,1:conc:loc,
Старостенко,1:conc:hum,
Старостине,1:conc:loc,
Старостинці,1:conc:loc,
Старостін,1:conc:hum,
Старосілля,1:conc:loc,
Старосільці,1:conc:loc,
Староукраїнка,1:conc:loc,
Старочуднівська,1:conc:loc,
Старошийка,1:conc:loc,
Старрідж,1:conc:hum,
Старун,1:conc:hum,
Старуня,1:conc:loc,
Старух,1:conc:hum,
Старуха,1:conc:loc,
Старушко,1:conc:hum,
Старцев,1:conc:hum,
Старченко,1:conc:hum,
Старченков,1:conc:hum,
Старченкове,1:conc:loc,
Старчук,1:conc:hum,
Старява,1:conc:loc,
Старіков,1:conc:hum,
Стас,1:conc:hum,
Стасева,1:conc:loc,
Стасевич,1:conc:hum,
Стасенко,1:conc:hum,
Стаси,1:conc:loc,
Стасик,1:conc:hum,
Стасина,1:conc:hum,
Стасишин,1:conc:hum,
Стась,1:conc:hum,
Стасько,1:conc:hum,
Стаськів,1:conc:hum,
Стасьо,1:conc:hum,
Стасюк,1:conc:hum,
Стасюки,1:conc:loc,
Стася,1:conc:hum,
Стасі,1:conc:loc,
Стасів,1:conc:hum,
Стасівщина,1:conc:loc,
Стативчине,1:conc:loc,
Статкевич,1:conc:hum,
Стаффорд,1:conc:loc,
Стаффордшир,1:conc:loc,
Стафійчук,1:conc:hum,
Стах,1:conc:hum,
Стаханов,1:conc:hum,
Стаханов,1:conc:loc,
Стахановка,1:conc:loc,
Стахник,1:conc:hum,
Стахняк,1:conc:hum,
Стахнів,1:conc:hum,
Стахов,1:conc:hum,
Стаховський,1:conc:hum,
Стахорщина,1:conc:loc,
Стахур,1:conc:hum,
Стахура,1:conc:hum,
Стахурський,1:conc:hum,
Стахів,1:conc:hum,
Стахій,1:conc:hum,
Стаценко,1:conc:hum,
Сташак,1:conc:hum,
Сташевський,1:conc:hum,
Сташек,1:conc:hum,
Сташенко,1:conc:hum,
Сташинський,1:conc:hum,
Сташкевич,1:conc:hum,
Сташки,1:conc:loc,
Сташко,1:conc:hum,
Сташков,1:conc:hum,
Сташків,1:conc:hum,
Сташук,1:conc:hum,
Стащук,1:conc:hum,
Стаївка,1:conc:loc,
Стаїще,1:conc:loc,
Ствига,1:conc:loc,
Стебельський,1:conc:hum,
Стеблер,1:conc:hum,
Стеблина,1:conc:hum,
Стеблюк,1:conc:hum,
Стеблянки,1:conc:loc,
Стеблянко,1:conc:hum,
Стеблі,1:conc:loc,
Стеблів,1:conc:loc,
Стеблівка,1:conc:loc,
Стеблій,1:conc:hum,
Стебне,1:conc:loc,
Стебний,1:conc:hum,
Стебний,1:conc:loc,
Стебник,1:conc:loc,
Стебниця,1:conc:loc,
Стебні,1:conc:loc,
Стегниківці,1:conc:loc,
Стегній,1:conc:hum,
Стегура,1:conc:hum,
Стейнбек,1:conc:hum,
Стейнвей,1:conc:hum,
Стейніц,1:conc:hum,
Стейсі,1:conc:hum,
Стелла,1:conc:hum,
Стелла,1:conc:loc,
Стельмах,1:conc:hum,
Стельмахівка,1:conc:loc,
Стельмащук,1:conc:hum,
Стемпковський,1:conc:hum,
Стемфорд,1:conc:loc,
Стен,1:conc:hum,
Стенавка,1:conc:loc,
Стендаль,1:conc:hum,
Стенжаричі,1:conc:loc,
Стенлі,1:conc:hum,
Стенмарк,1:conc:hum,
Стенфорд,1:conc:loc,
Стенька,1:conc:hum,
Стенятин,1:conc:loc,
Стені,1:conc:loc,
Степ,1:conc:loc,
Степан,1:conc:hum,
Степанакерт,1:conc:loc,
Степангород,1:conc:loc,
Степаненки,1:conc:loc,
Степаненко,1:conc:hum,
Степаненкове,1:conc:loc,
Степанець,1:conc:hum,
Степанецьке,1:conc:loc,
Степанида,1:conc:hum,
Степанишин,1:conc:hum,
Степанки,1:conc:loc,
Степанко,1:conc:hum,
Степанков,1:conc:hum,
Степанковський,1:conc:hum,
Степано-Кринка,1:conc:loc,
Степанов,1:conc:hum,
Степанович,1:conc:hum,
Степанці,1:conc:loc,
Степанченко,1:conc:hum,
Степанчиков,1:conc:hum,
Степанчук,1:conc:hum,
Степань,1:conc:loc,
Степанюк,1:conc:hum,
Степаняк,1:conc:hum,
Степанян,1:conc:hum,
Степанівка,1:conc:loc,
Степанівське,1:conc:loc,
Степанія,1:conc:hum,
Степашки,1:conc:loc,
Степенко,1:conc:hum,
Степки,1:conc:loc,
Степко,1:conc:hum,
Степківка,1:conc:loc,
Степлтон,1:conc:hum,
Степне,1:conc:loc,
Степногірськ,1:conc:loc,
Степове,1:conc:loc,
Степовий,1:conc:hum,
Степок,1:conc:loc,
Степуки,1:conc:loc,
Степура,1:conc:hum,
Степурине,1:conc:loc,
Степурі,1:conc:loc,
Степченко,1:conc:hum,
Степчук,1:conc:hum,
Степівка,1:conc:loc,
Стерегуще,1:conc:loc,
Стерн,1:conc:hum,
Стерненко,1:conc:hum,
Стернер,1:conc:hum,
Стернін,1:conc:hum,
Стерче,1:conc:loc,
Стеся,1:conc:hum,
Стеткевич,1:conc:hum,
Стетківці,1:conc:loc,
Стеф'юк,1:conc:hum,
Стефа,1:conc:hum,
Стефан,1:conc:hum,
Стефанида,1:conc:hum,
Стефаник,1:conc:hum,
Стефанишин,1:conc:hum,
Стефанко,1:conc:hum,
Стефано,1:conc:hum,
Стефанович,1:conc:hum,
Стефанчук,1:conc:hum,
Стефанюк,1:conc:hum,
Стефані,1:conc:hum,
Стефанів,1:conc:hum,
Стефанівка,1:conc:loc,
Стефанівщина,1:conc:loc,
Стефанія,1:conc:hum,
Стефек,1:conc:hum,
Стефка,1:conc:hum,
Стефко,1:conc:hum,
Стефурак,1:conc:hum,
Стех,1:conc:hum,
Стеха,1:conc:hum,
Стецева,1:conc:loc,
Стеценко,1:conc:hum,
Стецик,1:conc:hum,
Стецишин,1:conc:hum,
Стецун,1:conc:hum,
Стець,1:conc:hum,
Стецьки,1:conc:loc,
Стецько,1:conc:hum,
Стецьків,1:conc:hum,
Стецьківка,1:conc:loc,
Стецюк,1:conc:hum,
Стецюра,1:conc:hum,
Стеців,1:conc:hum,
Стецівка,1:conc:loc,
Стечанка,1:conc:loc,
Стешенко,1:conc:hum,
Стещина,1:conc:loc,
Стиборівка,1:conc:loc,
Стигла,1:conc:loc,
Стидин,1:conc:loc,
Стила,1:conc:loc,
Стинава,1:conc:loc,
Стир,1:conc:loc,
Стирка,1:conc:loc,
Стирківці,1:conc:loc,
Стирти,1:conc:loc,
Стишак,1:conc:hum,
Стишов,1:conc:hum,
Стобихва,1:conc:loc,
Стобихівка,1:conc:loc,
Стовба,1:conc:hum,
Стовбан,1:conc:hum,
Стовбина,1:conc:loc,
Стовбине,1:conc:loc,
Стовбун,1:conc:hum,
Стовп'яги,1:conc:loc,
Стовпець,1:conc:loc,
Стовпи,1:conc:loc,
Стовпин,1:conc:loc,
Стовпинка,1:conc:loc,
Стовпичне,1:conc:loc,
Стовпне,1:conc:loc,
Стовпні,1:conc:loc,
Стовпове,1:conc:loc,
Стовпів,1:conc:loc,
Стовпівка,1:conc:loc,
Стогній,1:conc:hum,
Стогнійка,1:conc:loc,
Стогнії,1:conc:loc,
Стодоли,1:conc:loc,
Стодоля,1:conc:hum,
Стодульці,1:conc:loc,
Стоділка,1:conc:loc,
Стоділки,1:conc:loc,
Стойка,1:conc:hum,
Стойко,1:conc:hum,
Стойков,1:conc:hum,
Стойчев,1:conc:hum,
Стокгольм,1:conc:loc,
Стоки,1:conc:loc,
Стоколос,1:conc:hum,
Стокопані,1:conc:loc,
Стокс,1:conc:hum,
Стоктон,1:conc:loc,
Столинські,1:conc:loc,
Столипін,1:conc:hum,
Столтенберг,1:conc:hum,
Столтенберґ,1:conc:hum,
Стольне,1:conc:loc,
Столяр,1:conc:hum,
Столяренко,1:conc:hum,
Столяров,1:conc:hum,
Столярове,1:conc:loc,
Столярський,1:conc:hum,
Столярчук,1:conc:hum,
Столєтов,1:conc:hum,
Стоморги,1:conc:loc,
Стоп,1:conc:loc,
Стопилка,1:conc:loc,
Стопчатів,1:conc:loc,
Сторож,1:conc:hum,
Сторожеве,1:conc:loc,
Стороженко,1:conc:hum,
Сторожинець,1:conc:loc,
Сторожко,1:conc:hum,
Сторожниця,1:conc:loc,
Сторожове,1:conc:loc,
Сторожук,1:conc:hum,
Сторожів,1:conc:loc,
Сторожівка,1:conc:loc,
Сторона,1:conc:loc,
Стороневичі,1:conc:loc,
Сторонибаби,1:conc:loc,
Сторониче,1:conc:loc,
Сторощук,1:conc:hum,
Сторчак,1:conc:hum,
Сторчеус,1:conc:hum,
Сторчове,1:conc:loc,
Сторіжко,1:conc:hum,
Стосур,1:conc:hum,
Стоун,1:conc:hum,
Стоунхендж,1:conc:loc,
Стохід,1:conc:loc,
Стоцький,1:conc:hum,
Стоян,1:conc:hum,
Стояневе,1:conc:loc,
Стоянка,1:conc:loc,
Стоянов,1:conc:hum,
Стоянове,1:conc:loc,
Стоянці,1:conc:loc,
Стоянів,1:conc:loc,
Стоянівка,1:conc:loc,
Стоєв,1:conc:hum,
Стоїчков,1:conc:hum,
Страбичове,1:conc:loc,
Страбичово,1:conc:loc,
Страбон,1:conc:hum,
Стравінський,1:conc:hum,
Страдч,1:conc:loc,
Страдіварі,1:conc:hum,
Стража,1:conc:loc,
Стражгород,1:conc:loc,
Стражеско,1:conc:hum,
Страмба,1:conc:loc,
Страсбург,1:conc:loc,
Страсне,1:conc:loc,
Стратин,1:conc:loc,
Стратон,1:conc:hum,
Стратулат,1:conc:hum,
Стратюк,1:conc:hum,
Стратій,1:conc:hum,
Стратійчук,1:conc:hum,
Стратієнко,1:conc:hum,
Стратіївка,1:conc:loc,
Страуюма,1:conc:hum,
Страхова,1:conc:hum,
Страхолісся,1:conc:loc,
Страшеве,1:conc:loc,
Страшевичі,1:conc:loc,
Страшко,1:conc:hum,
Стрейзанд,1:conc:hum,
Стреків,1:conc:loc,
Стрелець,1:conc:hum,
Стрельник,1:conc:hum,
Стрельников,1:conc:hum,
Стрельцов,1:conc:hum,
Стрельченко,1:conc:hum,
Стрельчук,1:conc:hum,
Стремигород,1:conc:loc,
Стремільче,1:conc:loc,
Стремінь,1:conc:loc,
Стренд,1:conc:hum,
Стрепетове,1:conc:loc,
Стрептів,1:conc:loc,
Стретович,1:conc:hum,
Стрибог,1:conc:hum,
Стрибіж,1:conc:loc,
Стривігор,1:conc:loc,
Стрига,1:conc:hum,
Стригальня,1:conc:loc,
Стригани,1:conc:loc,
Стриганка,1:conc:loc,
Стриганці,1:conc:loc,
Стригун,1:conc:hum,
Стриж,1:conc:loc,
Стрижавка,1:conc:loc,
Стрижак,1:conc:hum,
Стрижаків,1:conc:loc,
Стрижало,1:conc:hum,
Стрижень,1:conc:loc,
Стрижеус,1:conc:hum,
Стрижов,1:conc:hum,
Стрижівка,1:conc:loc,
Стрижівщина,1:conc:loc,
Стрий,1:conc:loc,
Стрий,1:conc:loc,:xp2
Стрийковський,1:conc:hum,
Стрийщина,1:conc:loc,
Стримба,1:conc:loc,
Стримівка,1:conc:loc,
Стримівщина,1:conc:loc,
Стрипа,1:conc:loc,
Стрихалюки,1:conc:loc,
Стрихар,1:conc:hum,
Стричава,1:conc:loc,
Стриєва,1:conc:loc,
Стриївка,1:conc:loc,
Строганов,1:conc:hum,
Строганівка,1:conc:loc,
Строгонівка,1:conc:loc,
Стройне,1:conc:loc,
Строкань,1:conc:hum,
Строкач,1:conc:hum,
Строкачі,1:conc:loc,
Строки,1:conc:loc,
Строкова,1:conc:loc,
Строків,1:conc:loc,
Стронятин,1:conc:loc,
Стросс-Кан,1:conc:hum,
Строєв,1:conc:hum,
Строївка,1:conc:loc,
Строїнці,1:conc:loc,
Строїтель,1:conc:loc,
Строїч,1:conc:hum,
Струве,1:conc:hum,
Струга,1:conc:loc,
Стругацький,1:conc:hum,
Струенсе,1:conc:hum,
Стружка,1:conc:loc,
Струк,1:conc:hum,
Струков,1:conc:hum,
Струма,1:conc:loc,
Струмок,1:conc:loc,
Струмівка,1:conc:loc,
Струпків,1:conc:loc,
Струс,1:conc:hum,
Струсове,1:conc:loc,
Струсів,1:conc:loc,
Струтин,1:conc:loc,
Струтинка,1:conc:loc,
Струтинський,1:conc:hum,
Струтинь,1:conc:loc,
Струтинівка,1:conc:loc,
Струц,1:conc:hum,
Струцинський,1:conc:hum,
Струць,1:conc:hum,
Струцівка,1:conc:loc,
Стрюк,1:conc:hum,
Стрюков,1:conc:hum,
Стрюкове,1:conc:loc,
Стрюківка,1:conc:loc,
Стряпівка,1:conc:loc,
Стрєлков,1:conc:hum,
Стрєльцов,1:conc:hum,
Стрілевщина,1:conc:loc,
Стрілець,1:conc:hum,
Стрілецьке,1:conc:loc,
Стрілецький,1:conc:hum,
Стрілеча,1:conc:loc,
Стрілиця,1:conc:loc,
Стрілища,1:conc:loc,
Стрілка,1:conc:loc,
Стрілки,1:conc:loc,
Стрілкове,1:conc:loc,
Стрілковичі,1:conc:loc,
Стрілків,1:conc:loc,
Стрілківці,1:conc:loc,
Стрільбичі,1:conc:loc,
Стрілько,1:conc:hum,
Стрільники,1:conc:loc,
Стрільськ,1:conc:loc,
Стрільцеве,1:conc:loc,
Стрільцівка,1:conc:loc,
Стрільче,1:conc:loc,
Стрільчинці,1:conc:loc,
Стрільчук,1:conc:hum,
Стрітенка,1:conc:loc,
Стрітівка,1:conc:loc,
Стріха,1:conc:hum,
Стріхівці,1:conc:loc,
Стубазка,1:conc:loc,
Стубла,1:conc:loc,
Стугна,1:conc:loc,
Стугівщина,1:conc:loc,
Студена,1:conc:loc,
Студенець,1:conc:loc,
Студений,1:conc:loc,
Студеники,1:conc:loc,
Студениця,1:conc:loc,
Студенок,1:conc:loc,
Студень,1:conc:loc,
Студинець,1:conc:loc,
Студинка,1:conc:loc,
Студинський,1:conc:hum,
Студині,1:conc:loc,
Студлів,1:conc:loc,
Студянка,1:conc:loc,
Студінка,1:conc:loc,
Стужиця,1:conc:loc,
Стужук,1:conc:hum,
Стукаленко,1:conc:hum,
Стукало,1:conc:hum,
Стукалова,1:conc:loc,
Стукалівка,1:conc:loc,
Стукан,1:conc:hum,
Стулепівка,1:conc:loc,
Стульневе,1:conc:loc,
Ступа,1:conc:loc,
Ступак,1:conc:hum,
Ступакове,1:conc:loc,
Ступаківка,1:conc:loc,
Ступаченко,1:conc:hum,
Ступичне,1:conc:loc,
Ступка,1:conc:hum,
Ступки,1:conc:loc,
Ступне,1:conc:loc,
Ступник,1:conc:loc,
Ступниця,1:conc:loc,
Ступно,1:conc:loc,
Ступочки,1:conc:loc,
Стурдза,1:conc:hum,
Стус,1:conc:hum,
Стуфчинці,1:conc:loc,
Стьопа,1:conc:hum,
Стьопка,1:conc:hum,
Стьопочка,1:conc:hum,
Стю,1:conc:hum,
Стюарт,1:conc:hum,
Стягайло,1:conc:hum,
Стягайлівка,1:conc:loc,
Стів,1:conc:hum,
Стівен,1:conc:hum,
Стівенс,1:conc:hum,
Стівенсон,1:conc:hum,
Стіві,1:conc:hum,
Стігліц,1:conc:hum,
Стіжкове,1:conc:loc,
Стіжківське,1:conc:loc,
Стіжок,1:conc:loc,
Стійкове,1:conc:loc,
Стік,1:conc:loc,
Стікс,1:conc:loc,
Стілсон,1:conc:hum,
Стільське,1:conc:loc,
Стільсько,1:conc:loc,
Стіна,1:conc:loc,
Стінг,1:conc:hum,
Стінка,1:conc:loc,
Стінки,1:conc:loc,
Су-Індол,1:conc:loc,
Суарес,1:conc:hum,
Суббота,1:conc:hum,
Субботін,1:conc:hum,
Субине,1:conc:loc,
Суботик,1:conc:hum,
Суботник,1:conc:loc,
Суботці,1:conc:loc,
Суботів,1:conc:loc,
Суботівка,1:conc:loc,
Суботін,1:conc:hum,
Субтельний,1:conc:hum,
Субудай,1:conc:hum,
Субіч,1:conc:loc,
Сувид,1:conc:loc,
Сувид,1:conc:loc,:xp2
Суворов,1:conc:hum,
Суворове,1:conc:loc,
Суворовка,1:conc:loc,
Суворовське,1:conc:loc,
Сугак,1:conc:hum,
Сугаки,1:conc:loc,
Сугарівське,1:conc:loc,
Сугоклія,1:conc:loc,
Сугокліївка,1:conc:loc,
Сугоняко,1:conc:hum,
Сугрів,1:conc:loc,
Судак,1:conc:hum,
Судак,1:conc:loc,
Судак,1:conc:loc,:xp2
Судан,1:conc:loc,
Суданка,1:conc:loc,
Суданівка,1:conc:loc,
Судачівка,1:conc:loc,
Судерев,1:conc:hum,
Судети,1:conc:loc,
Суджа,1:conc:loc,
Судилків,1:conc:loc,
Судилівка,1:conc:loc,
Судимонт,1:conc:loc,
Судислав,1:conc:hum,
Судиха,1:conc:loc,
Судковичі,1:conc:loc,
Судобичі,1:conc:loc,
Судоплатов,1:conc:hum,
Судость,1:conc:loc,
Судче,1:conc:loc,
Судьбинка,1:conc:loc,
Судівка,1:conc:loc,
Судіївка,1:conc:loc,
Суец,1:conc:loc,
Суженка,1:conc:loc,
Сузанна,1:conc:hum,
Суздаль,1:conc:loc,
Суздальщина,1:conc:loc,
Сузукі,1:conc:hum,
Суйми,1:conc:loc,
Сук,1:conc:hum,
Сукарно,1:conc:hum,
Сукач,1:conc:hum,
Сукачі,1:conc:loc,
Сукре,1:conc:hum,
Сукре,1:conc:loc,
Сукретний,1:conc:hum,
Сукіль,1:conc:loc,
Сула,1:conc:loc,
Сулавесі,1:conc:loc,
Сулак,1:conc:loc,
Сулейман,1:conc:hum,
Сулейманов,1:conc:hum,
Сулигівка,1:conc:loc,
Сулим,1:conc:hum,
Сулима,1:conc:hum,
Сулименко,1:conc:hum,
Сулими,1:conc:loc,
Сулимів,1:conc:loc,
Сулимівка,1:conc:loc,
Сулиця,1:conc:loc,
Суличівка,1:conc:loc,
Сулківка,1:conc:loc,
Сулла,1:conc:hum,
Суллоа,1:conc:hum,
Сульженко,1:conc:hum,
Сульжик,1:conc:hum,
Сульжин,1:conc:loc,
Сульжинівка,1:conc:loc,
Сульське,1:conc:loc,
Сульт,1:conc:hum,
Сулятицький,1:conc:hum,
Сулятичі,1:conc:loc,
Сулім,1:conc:hum,
Суліма,1:conc:hum,
Суліменко,1:conc:hum,
Сума,1:conc:loc,
Сумароков,1:conc:hum,
Суматра,1:conc:loc,
Сумець,1:conc:hum,
Сумка,1:conc:loc,
Сумська,1:conc:hum,
Сумцов,1:conc:hum,
Сумці,1:conc:loc,
Сумщина,1:conc:loc,
Сумівка,1:conc:loc,
Суміжне,1:conc:loc,
Сун,1:conc:hum,
Сунгарі,1:conc:loc,
Суниця,1:conc:loc,
Суничне,1:conc:loc,
Сунки,1:conc:loc,
Сунь-дзи,1:conc:hum,
Сунь-цзи,1:conc:hum,
Суомі,1:conc:loc,
Суонсі,1:conc:loc,
Супина,1:conc:loc,
Супоївка,1:conc:loc,
Супранівка,1:conc:loc,
Супрун,1:conc:hum,
Супруненко,1:conc:hum,
Супрунець,1:conc:hum,
Супруни,1:conc:loc,
Супрунківці,1:conc:loc,
Супрунов,1:conc:hum,
Супрунюк,1:conc:hum,
Супрунів,1:conc:loc,
Супрунівка,1:conc:loc,
Супівка,1:conc:loc,
Супій,1:conc:loc,
Сура,1:conc:loc,
Сураж,1:conc:loc,
Сургай,1:conc:hum,
Сургани,1:conc:loc,
Сургаївка,1:conc:loc,
Сургут,1:conc:loc,
Сурен,1:conc:hum,
Суржа,1:conc:loc,
Сурженко,1:conc:hum,
Суржинці,1:conc:loc,
Суржки,1:conc:loc,
Суржко,1:conc:hum,
Суриков,1:conc:hum,
Суринам,1:conc:loc,
Сурков,1:conc:hum,
Суркіс,1:conc:hum,
Сурмачівка,1:conc:loc,
Сурмило,1:conc:hum,
Суровцівка,1:conc:loc,
Сурогатка,1:conc:loc,
Сурське,1:conc:loc,
Сурсько-Клевцеве,1:conc:loc,
Сурсько-Литовське,1:conc:loc,
Сурсько-Михайлівка,1:conc:loc,
Сурінам,1:conc:loc,
Сусана,1:conc:hum,
Сусанна,1:conc:hum,
Сусанін,1:conc:hum,
Сусаніне,1:conc:loc,
Сусваль,1:conc:loc,
Сускове,1:conc:loc,
Сусково,1:conc:loc,
Сусленко,1:conc:hum,
Сусли,1:conc:loc,
Суслик,1:conc:hum,
Сусло,1:conc:hum,
Суслов,1:conc:hum,
Суслівка,1:conc:loc,
Суслівці,1:conc:loc,
Сусол,1:conc:hum,
Сусолів,1:conc:loc,
Суссекс,1:conc:loc,
Суськ,1:conc:loc,
Сусідки,1:conc:loc,
Сусідовичі,1:conc:loc,
Сутиски,1:conc:loc,
Сутківці,1:conc:loc,
Сутоки,1:conc:loc,
Сутула,1:conc:hum,
Суха,1:conc:loc,
Сухан,1:conc:hum,
Суханов,1:conc:hum,
Суханове,1:conc:loc,
Суханівка,1:conc:loc,
Сухар,1:conc:hum,
